SMILES
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1
CC(=O)N(c1ccccc1)C1CCN(C)CC1
CCC(=O)N(c1ccc(C)cc1)C1CCN(CCc2ccccc2)CC1
CCC(=O)N(c1ccccc1)C1CCN(CCc2cccs2)CC1
CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2ccccc2)CC1
O=C(C1CCCO1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
CCC(=O)N(c1ccccc1)C1CCNCC1
CCC(=O)N(c1ccc(F)cc1)C1CCN(CCc2ccccc2)CC1
C=CC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
CCOCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
COCC(=O)N(c1ccccc1F)C1CCN(CCc2ccccc2)CC1
CC(C)C(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2cccs2)CC1
c1ccc(CCN2CCC(Nc3ccccc3)CC2)cc1
CCCC(=O)N(c1ccc(OC)cc1)C1CCN(CCc2ccccc2)CC1
COC(=O)C#Cc1ccc([N+](=O)[O-])cc1
O=C(CCl)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
CCCC(=O)N(c1ccccc1)C1CCN(C)CC1
O=C(c1ccco1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
CC(=O)N(c1ccccc1)C1CCN(CC(C)c2ccccc2)CC1
CCC(=O)N(c1ccccc1)C1CCN(CCc2cccs2)CC1C
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1C
CCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2cccs2)CC1
CCCC(=O)N(c1ccc(F)cc1)C1CCN(CCc2ccccc2)CC1
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1C
COCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
CC(C)C(=O)N(c1ccc(F)cc1)C1CCN(CCc2ccccc2)CC1
CCC(=O)N(c1ccccc1F)C1CCN(CCc2ccccc2)CC1
CC(C)C(=O)N(c1ccc(Cl)cc1)C1CCN(CCc2ccccc2)CC1
COCC(=O)N(c1ccc(Cl)cc1)C1CCN(CCc2ccccc2)CC1
CCCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2ccccc2)CC1
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1
O=C(c1ccccc1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccc(OC)cc2)CC1
CCCC(=O)N(c1ccc(F)cc1)C1CCN(C(C)Cc2ccccc2)CC1
O=C(c1ccco1)N(c1cnccn1)C1CCN(CCc2ccccc2)CC1
CCCC(=O)N(c1ccc(Cl)cc1)C1CCN(CCc2ccccc2)CC1
CC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
O=C(CCc1ccccc1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
CC(C)C(=O)N(c1ccccc1)C1CCN(C(C)Cc2ccccc2)CC1
O=C(C1CC1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
CC=CC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
CC(C)C(=O)N(c1ccc(Cl)cc1)C1CCN(C(C)Cc2ccccc2)CC1
CCC(=O)N(c1ccccc1C)C1CCN(CCc2ccccc2)CC1
CCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2ccccc2)CC1
CCCC(=O)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1
CCC(=O)N(c1ccccc1)[C@@H]1CCN(CCc2ccccc2)C[C@@H]1C
CC(C)C(=O)N(c1ccc(F)cc1)C1CCN(Cc2ccccc2)CC1
O=C(c1ccc2c(c1)OCO2)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccc(C)cc2)CC1
CCC(=O)N(c1ccc(OC)cc1)C1CCN(CCc2ccccc2)CC1
CCC(=O)N(c1ccc(Cl)cc1)C1CCN(CCc2ccccc2)CC1
CCCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
CCC(=O)N(c1ccccc1)[C@H]1CCN(CCc2ccccc2)C[C@@H]1C
CCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5
CC(=O)N(c1ccc(F)cc1)C1CCN(CCc2ccccc2)CC1
CCC(=O)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1
CCC(=O)N(c1ccccc1)C1CC[N+]([O-])(CCc2ccccc2)CC1
CCC(=O)N(c1ccccc1)C1CCNCC1C
CCC(=O)N(c1ccccc1)C1CCN(C)CC1
